query	subject	identity	alignment_length	mismatches	gap_opens	q_start	q_end	s_start	s_end	evalue	bit_score	query_key	subject_key	q_strand	s_strand	SAMPLE.TUMOR	CHROM	start_position	end_position
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	5	0	0	125	129	190	194	28	10.4	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	130	133	8	11	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	151	154	8	11	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	176	179	8	11	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	70	73	9	12	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	20	23	19	22	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	68	71	20	23	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	102	105	20	23	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	79	82	22	25	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	145	148	24	27	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	13	16	25	28	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	135	138	27	30	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	155	158	34	37	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	167	170	34	37	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	94	97	36	39	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	22	25	37	40	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	2	5	39	42	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	121	124	44	47	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	87.5	8	0	1	23	29	51	58	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	87	90	52	55	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	70	73	53	56	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	1	4	54	57	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	13	16	57	60	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	72	75	64	67	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	96	99	64	67	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	90	93	65	68	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	51	54	66	69	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	159	162	66	69	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	171	174	66	69	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	85.714	7	1	0	87	93	70	76	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	129	132	71	74	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	140	143	72	75	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	159	162	74	77	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	149	152	76	79	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	120	123	80	83	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	121	124	90	93	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	27	30	94	97	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	71	74	96	99	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	95	98	96	99	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	177	180	98	101	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	81.818	11	0	2	35	43	105	115	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	10	13	111	114	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	66	69	113	116	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	80	83	116	119	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	143	146	116	119	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	123	126	118	121	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	85.714	7	1	0	120	126	123	129	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	53	56	124	127	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	173	176	124	127	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	123	126	127	130	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	54	57	129	132	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	43	46	136	139	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	5	8	144	147	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	95	98	145	148	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	5	8	147	150	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	70	73	147	150	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	22	25	148	151	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	31	34	154	157	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	68	71	155	158	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	102	105	155	158	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	79	82	157	160	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	165	168	165	168	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	40	43	167	170	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	87.5	8	0	1	66	73	168	174	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	85.714	7	1	0	19	25	169	175	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	85	88	171	174	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	25	28	173	176	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	2	5	174	177	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	128	131	180	183	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	46	49	189	192	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	82	85	190	193	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	87.5	8	0	1	162	169	191	197	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	188	191	192	195	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	93	96	195	198	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100	4	0	0	127	130	196	199	100	8.5	PD13419/1:3555591-3672726	PD13419/1:3555591-3672726	+	+	PD13419	1	3555591	3672726
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	7	0	0	27	33	40	46	2.2	14	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	90	10	1	0	109	118	159	168	2.2	14	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	6	0	0	175	180	81	86	7.8	12.2	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	87.5	8	1	0	192	199	13	20	28	10.4	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	88.889	9	0	1	164	171	20	28	28	10.4	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	5	0	0	1	5	60	64	28	10.4	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	5	0	0	120	124	85	89	28	10.4	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	5	0	0	62	66	87	91	28	10.4	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	5	0	0	26	30	90	94	28	10.4	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	5	0	0	118	122	95	99	28	10.4	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	5	0	0	98	102	96	100	28	10.4	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	88.889	9	0	1	185	193	98	105	28	10.4	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
